id	filename	md5	size	state
4fc747e8-c9a0-47f3-9273-4eb78ddbda9b	nationwidechildrens.org_clinical.TCGA-IK-7675.xml	0794943fa361b978e62fed85d928ecaf	47305	live
dec3fdbb-d6cf-4f7e-a6b7-32168711aa93	nationwidechildrens.org_clinical.TCGA-YL-A8SJ.xml	0350a6f189884713a0cf7768f784b781	37825	live
24dc2a14-6298-4b95-bd8f-267faef00ba2	nationwidechildrens.org_clinical.TCGA-A7-A13D.xml	d797b7ccf9241ab9cd116ef2814d75ba	88158	live
f459d8d5-2919-46a2-8ce5-6d5eac1b604c	nationwidechildrens.org_clinical.TCGA-LN-A49N.xml	60a345a0cb93876ea2b4ac62077cdc77	36985	live
9e2a1707-baf1-4e1d-826b-dc674356795f	nationwidechildrens.org_clinical.TCGA-S8-A6BW.xml	7fde7d43613f4ca2ae5b53c783044500	37218	live
404fcaed-5836-443c-83af-901709345c8c	nationwidechildrens.org_clinical.TCGA-CN-4728.xml	1619c20bae5acdfa5f67132f2d340b85	68745	live
b7e37bbe-09ea-4b6f-acf7-a7e3c0bdb0c7	nationwidechildrens.org_clinical.TCGA-21-5786.xml	c9858dd86116600a0487bb2f603afa9b	42629	live
7396542a-7e7a-4488-928f-543f8c5e0ddb	nationwidechildrens.org_clinical.TCGA-HT-8111.xml	a5174526999bf124c39c958c1ef1128d	38150	live
780e50a4-7484-4d17-b132-bde4b4ce6afd	nationwidechildrens.org_clinical.TCGA-24-1845.xml	38c00fe4dcf546f75462d9f75c7447b1	49361	live
4131ed2d-c18b-4834-a73f-81ec5eb793cb	nationwidechildrens.org_clinical.TCGA-DY-A1DC.xml	b90f12e72a4debf8e384e697ef4d75bf	42011	live
7bc1e3cb-1509-42c0-8730-644cef102d14	nationwidechildrens.org_clinical.TCGA-44-3396.xml	12f41c6688fc88f4002b784fc4a8bdb0	55491	live
e9ac8aef-d3f4-44be-8f53-5c40596a7ea1	nationwidechildrens.org_clinical.TCGA-BL-A13J.xml	256ece0576c51985fd05d8c065bb97ec	33815	live
